Time,Device ID,Visible Light (lm),IR (lm),UV (UV Index),CO2 (ppm),Temperature (°C),Humidity (%),Dust (µg/m3),Noise (0-1023)
3/16/2021 23:20:07,yssmote3,0,0,0,24.3,28.5,77,33,26
3/16/2021 23:22:55,yssmote1,262,256,0,0,28.2,76.5,11,21
3/17/2021 0:20:07,yssmote3,0,0,0,0,28.4,77,10,14
3/17/2021 1:20:08,yssmote3,0,0,0,0,28.4,77,16,17
3/17/2021 2:20:09,yssmote3,0,0,0,0,28.3,77.5,8,17
3/17/2021 3:20:09,yssmote3,0,0,0,0,28.2,78,32,18
3/17/2021 4:20:10,yssmote3,0,0,0,0,28.1,78,19,18
3/17/2021 5:20:11,yssmote3,0,0,0,0,28.1,78,44,13
3/17/2021 6:20:12,yssmote3,0,0,0,0,27.7,79,41,21
3/17/2021 7:20:12,yssmote3,0,0,0,0,27.6,80,34,15
3/17/2021 7:23:01,yssmote1,262,265,0,0,27.5,79.5,32,25
3/17/2021 8:20:13,yssmote3,0,0,0,0,27.8,79.5,26,16
3/17/2021 9:09:50,yssmote4,264,276,0,358.9,29,74,25,580
3/17/2021 9:10:51,yssmote4,264,276,0,52.7,28.8,74.5,28,17
3/17/2021 9:14:34,yssmote4,264,282,0,366,28.8,76,31,606
3/17/2021 9:20:14,yssmote3,0,0,0,0,28,79,32,39
3/17/2021 9:22:03,yssmote4,265,274,0,417.4,28.8,78,31,588
3/17/2021 9:31:56,yssmote3,261,258,0,363.1,29.3,78,29,533
3/17/2021 9:32:56,yssmote3,260,255,0,0,29.4,77,26,48
3/17/2021 9:34:29,yssmote3,261,258,0,356.5,29.8,80.5,24,553
3/17/2021 9:35:29,yssmote3,261,262,0,15.9,29.9,76.5,26,27
3/17/2021 9:42:20,yssmote3,261,260,0,478.8,30.2,74,23,572
3/17/2021 9:47:19,yssmote5,262,266,0,474.6,28.4,73,31,582
3/17/2021 10:02:29,yssmote1,273,385,0,472.3,30.2,70.5,26,568
3/17/2021 10:03:30,yssmote1,276,415,0,364.6,30,71,24,14
3/17/2021 10:04:30,yssmote1,279,455,0,390.8,29.9,70.5,25,20
3/17/2021 10:22:03,yssmote4,263,284,0,64.5,28.5,75,17,20
3/17/2021 10:28:27,yssmote1,345,1092,0,435.9,31.9,66,19,542
3/17/2021 10:30:40,yssmote1,327,1025,0,439.3,32,66.5,22,533
3/17/2021 10:42:20,yssmote3,263,281,0,0,28.6,75.5,16,21
3/17/2021 10:50:28,yssmote2,263,280,0,468.9,31.2,68,21,572
3/17/2021 10:51:28,yssmote2,263,293,0,221.6,31,67.5,23,12
3/17/2021 10:53:37,yssmote2,263,269,0,509,31.1,66.5,31,566
3/17/2021 10:59:18,yssmote5,261,263,0,429.3,30,71,23,590
3/17/2021 11:03:26,yssmote5,264,280,0,434.4,30.1,70.5,25,600
3/17/2021 11:04:26,yssmote5,263,270,0,413.8,29.9,71,25,15
3/17/2021 11:21:03,yssmote5,263,265,0,459.4,29.6,47.5,17,599
3/17/2021 11:22:03,yssmote4,265,282,0,85.5,29.2,71.5,22,20
3/17/2021 11:22:17,yssmote5,260,261,0,469,29.4,47,17,572
3/17/2021 11:30:40,yssmote1,312,877,0,339,32.2,62.5,11,21
3/17/2021 11:42:20,yssmote3,263,283,0,0,29,72.5,10,43
3/17/2021 11:53:37,yssmote2,264,303,0,252.1,29.6,69,20,37
3/17/2021 12:22:03,yssmote4,265,280,0,124,29.6,69,29,17
3/17/2021 12:22:17,yssmote5,257,265,0,392.6,32.8,61.5,29,13
3/17/2021 12:30:40,yssmote1,303,863,0,317,32.8,59,26,16
3/17/2021 12:42:20,yssmote3,262,281,0,0,29.3,69,23,33
3/17/2021 13:22:02,yssmote4,261,268,0,145.7,29.7,65,23,19
3/17/2021 13:22:17,yssmote5,257,265,0,399.2,31.9,59.5,19,15
3/17/2021 13:30:39,yssmote1,288,592,0,304.4,31.7,59.5,11,33
3/17/2021 13:42:20,yssmote3,262,285,0,0,29.4,66.5,19,22
3/17/2021 14:22:02,yssmote4,263,271,0,134.8,29.9,68,29,32
3/17/2021 14:22:16,yssmote5,257,265,0,425.6,32.2,62.5,23,20
3/17/2021 14:30:39,yssmote1,292,650,0,330,32.2,63,17,21
3/17/2021 14:42:19,yssmote3,261,272,0,0,29.6,74,35,17
3/17/2021 15:22:02,yssmote4,263,266,0,137.2,29.8,71,22,13
3/17/2021 15:22:16,yssmote5,257,265,0,434.6,32.1,64,22,16
3/17/2021 15:30:39,yssmote1,277,405,0,335.3,31.6,65,11,20
3/17/2021 15:42:19,yssmote3,262,287,0,3.8,29.3,74,29,29
3/17/2021 16:22:02,yssmote4,263,286,0,107.2,29.9,71,31,22
3/17/2021 16:22:16,yssmote5,257,265,0,404.2,33.7,61,20,45
3/17/2021 16:30:39,yssmote1,305,808,0,327.6,35.9,56,20,19
3/17/2021 16:42:19,yssmote3,262,256,0,0,29.3,74,23,31
3/17/2021 17:22:01,yssmote4,262,253,0,5.2,27.6,76.5,4,32
3/17/2021 17:22:16,yssmote5,257,265,0,446.7,26.8,77.5,14,30
3/17/2021 17:30:38,yssmote1,263,257,0,337.4,27.5,75.5,7,39
3/17/2021 17:42:19,yssmote3,261,254,0,0,27.8,77.5,6,21
3/17/2021 18:22:01,yssmote4,262,255,0,18.2,27.2,77,19,19
3/17/2021 18:22:15,yssmote5,257,265,0,419.9,24.1,90,23,29
3/17/2021 18:42:18,yssmote3,260,256,0,37,27.8,76.5,10,18
3/17/2021 19:22:15,yssmote5,257,265,0,461.3,24.7,93,35,19
3/17/2021 19:42:18,yssmote3,261,254,0,0,27.9,77,6,33
3/17/2021 20:22:15,yssmote5,257,265,0,438.5,24.4,93.5,28,17
3/17/2021 20:42:18,yssmote3,262,253,0,23.6,27.9,75,14,14
3/17/2021 21:22:14,yssmote5,257,265,0,456.6,24.5,94,24,17
3/17/2021 21:30:37,yssmote1,260,253,0,350.4,27.1,77,8,19
3/17/2021 21:42:17,yssmote3,262,254,0,0,27.9,76,16,17
3/17/2021 22:22:14,yssmote5,257,265,0,455.4,24.9,94.5,27,23
3/17/2021 22:30:37,yssmote1,260,256,0,328.6,27.3,76.5,17,18
3/17/2021 22:42:17,yssmote3,262,253,0,0,27.9,75.5,16,14
3/17/2021 23:22:14,yssmote5,257,265,0,455.7,25,95,37,25
3/17/2021 23:30:37,yssmote1,262,255,0,355.3,27.3,77,15,21
3/17/2021 23:42:17,yssmote3,261,255,0,0,27.9,76.5,34,26
3/18/2021 0:22:13,yssmote5,257,265,0,396.8,25.2,95,36,18
3/18/2021 0:42:17,yssmote3,262,253,0,4,27.8,77,7,19
3/18/2021 1:22:13,yssmote5,257,265,0,425.7,25.3,95,37,15
3/18/2021 1:42:16,yssmote3,261,253,0,0.9,27.7,78,24,18
3/18/2021 2:22:13,yssmote5,257,265,0,425.3,25.4,95.5,45,21
3/18/2021 2:30:36,yssmote1,261,254,0,348.9,27,80.5,20,21
3/18/2021 2:42:16,yssmote3,261,254,0,18.5,27.8,78.5,38,18
3/18/2021 3:22:13,yssmote5,257,265,0,464.5,25.5,95.5,39,15
3/18/2021 3:42:16,yssmote3,261,254,0,0,27.6,79.5,40,18
3/18/2021 4:22:12,yssmote5,257,265,0,459.2,25.5,95.5,38,22
3/18/2021 4:30:35,yssmote1,260,254,0,337.6,26.9,82,17,21
3/18/2021 4:42:16,yssmote3,260,253,0,2.8,27.6,80,32,15
3/18/2021 5:22:12,yssmote5,257,265,0,466.9,25.5,96,35,20
3/18/2021 5:30:35,yssmote1,260,254,0,334.3,26.8,82.5,26,21
3/18/2021 5:42:15,yssmote3,262,253,0,38,27.6,80,25,15
3/18/2021 6:22:12,yssmote5,257,265,0,452,25.6,96,46,30
3/18/2021 6:30:35,yssmote1,260,254,0,346.8,26.7,82.5,36,19
3/18/2021 6:42:15,yssmote3,259,255,0,25.3,27.6,80.5,42,20
3/18/2021 7:22:11,yssmote5,257,265,0,446.9,25.6,96,52,23
3/18/2021 7:42:15,yssmote3,260,255,0,23.5,27.5,80.5,32,25
3/18/2021 8:22:11,yssmote5,257,265,0,442.6,26.1,96,35,18
3/18/2021 8:42:14,yssmote3,261,260,0,12.2,27.7,80.5,13,17
3/18/2021 9:22:11,yssmote5,257,265,0,400.1,27.4,96,33,22
3/18/2021 9:42:14,yssmote3,262,269,0,0,28,80,18,14
3/18/2021 10:22:11,yssmote5,257,265,0,384.6,29,93.5,32,22
3/18/2021 10:42:14,yssmote3,264,284,0,23,28.4,78,25,27
3/18/2021 11:22:10,yssmote5,257,265,0,392.7,31.4,88.5,29,16
3/18/2021 11:42:14,yssmote3,263,282,0,0,28.9,74.5,20,29
3/18/2021 12:22:10,yssmote5,257,265,0,373.4,32.7,80.5,22,13
3/18/2021 12:42:13,yssmote3,262,289,0,0,29.2,71,6,28
3/18/2021 13:22:10,yssmote5,257,265,0,368.3,32.8,67,20,16
3/18/2021 13:42:13,yssmote3,262,285,0,17,29.3,69,19,37
3/18/2021 14:22:09,yssmote5,257,265,0,409.3,31.9,69.5,20,21
3/18/2021 14:42:13,yssmote3,264,287,0,0,29.3,69,18,25
3/18/2021 15:22:09,yssmote5,257,265,0,380.7,29.1,76.5,23,23
3/18/2021 15:42:13,yssmote3,260,253,0,11.2,28.3,76.5,17,25
3/18/2021 16:22:09,yssmote5,257,265,0,387.9,25,89.5,19,22
3/18/2021 16:42:12,yssmote3,261,256,0,0,27.4,77.5,11,35
3/18/2021 17:22:09,yssmote5,257,265,0,445,24.8,93.5,28,18
3/18/2021 17:42:12,yssmote3,261,258,0,21.5,27.9,77,11,24
3/18/2021 18:22:08,yssmote5,257,265,0,474.8,25.3,94.5,33,23
3/18/2021 18:42:12,yssmote3,260,256,0,39.8,28,78,26,15
3/18/2021 19:22:08,yssmote5,257,265,0,459.4,25.5,95.5,32,18
3/18/2021 19:42:11,yssmote3,261,254,0,48.6,28,80,32,30
3/18/2021 20:22:08,yssmote5,257,265,0,463.1,25.5,96,48,19
3/18/2021 20:42:11,yssmote3,262,254,0,0,28.1,79.5,17,22
3/18/2021 21:22:07,yssmote5,257,265,0,434.5,25.8,96,36,17
3/18/2021 21:42:11,yssmote3,261,255,0,9.3,28.1,79.5,19,16
3/18/2021 22:22:07,yssmote5,257,265,0,421.2,25.9,96,34,17
3/18/2021 22:42:11,yssmote3,259,253,0,0,28.1,79.5,8,17
3/18/2021 23:22:07,yssmote5,257,265,0,433.5,26.1,95.5,37,12
3/18/2021 23:42:10,yssmote3,261,253,0,0,28.1,79.5,16,16
3/19/2021 0:22:06,yssmote5,257,265,0,414.6,26.1,96,37,17
3/19/2021 0:42:10,yssmote3,261,253,0,0,28,79.5,31,13
3/19/2021 1:22:06,yssmote5,257,265,0,439.3,26.1,96.5,34,17
3/19/2021 1:42:10,yssmote3,260,253,0,13.7,28,79.5,17,19
3/19/2021 2:22:06,yssmote5,257,265,0,449.1,26,96,51,16
3/19/2021 2:42:10,yssmote3,260,253,0,8.1,28,79.5,17,17
3/19/2021 3:22:06,yssmote5,257,265,0,434.8,25.8,96.5,38,22
3/19/2021 3:42:09,yssmote3,261,255,0,0,27.8,80,41,19
3/19/2021 4:22:05,yssmote5,257,265,0,438.5,25.8,96.5,57,19
3/19/2021 4:42:09,yssmote3,259,254,0,31.6,27.7,80.5,29,16
3/19/2021 5:22:05,yssmote5,257,265,0,461.9,25.9,97,43,18
3/19/2021 5:42:09,yssmote3,261,253,0,0,27.8,80,30,16
3/19/2021 6:22:05,yssmote5,257,265,0,481.8,26,97,46,26
3/19/2021 6:42:08,yssmote3,260,253,0,2.7,27.8,79.5,30,14
3/19/2021 7:22:04,yssmote5,257,265,0,462.9,25.9,96.5,45,24
3/19/2021 7:42:08,yssmote3,261,256,0,2,27.7,80.5,906,22
3/19/2021 8:22:04,yssmote5,257,265,0,491.9,26.3,97,44,28
3/19/2021 8:42:08,yssmote3,261,260,0,2.9,27.8,80,34,13
3/19/2021 9:22:04,yssmote5,257,265,0,422.2,27.2,95.5,32,18
3/19/2021 9:42:08,yssmote3,261,268,0,2.9,28,79.5,20,26
3/19/2021 10:22:04,yssmote5,257,265,0,406.4,29,92,31,16
3/19/2021 10:42:07,yssmote3,263,279,0,32.9,28.4,75.5,22,17
3/19/2021 11:22:03,yssmote5,257,265,0,410,31,88.5,32,28
3/19/2021 11:42:07,yssmote3,263,286,0,0,28.9,70.5,28,36
3/19/2021 12:22:03,yssmote5,257,265,0,382.7,31.9,77.5,30,13
3/19/2021 12:42:07,yssmote3,262,286,0,0,29.3,67.5,25,28
3/19/2021 13:22:03,yssmote5,257,265,0,390.7,32.9,64.5,26,11
3/19/2021 13:42:06,yssmote3,262,265,0,0,29.4,66.5,25,25
3/19/2021 14:22:02,yssmote5,257,265,0,382.9,32.9,63,24,11
3/19/2021 14:42:06,yssmote3,264,285,0,0,29.7,66.5,23,30
3/19/2021 15:22:02,yssmote5,257,265,0,364.3,32.8,66,32,15
3/19/2021 15:42:06,yssmote3,261,265,0,0,29.9,63.5,30,20
3/19/2021 16:22:02,yssmote5,257,265,0,383.2,33.1,61.5,29,31
3/19/2021 16:42:06,yssmote3,262,261,0,14.1,29.8,69,39,31
3/19/2021 17:22:02,yssmote5,257,265,0,397.3,28.3,78,27,23
3/19/2021 17:42:05,yssmote3,260,255,0,0,28.8,77.5,37,14
3/19/2021 18:22:01,yssmote5,257,265,0,428.4,26.4,87,32,17
3/19/2021 18:42:05,yssmote3,260,254,0,0,28.7,77.5,57,16
3/19/2021 19:22:01,yssmote5,257,265,0,412.6,26.5,90,60,23
3/19/2021 19:42:05,yssmote3,260,254,0,20.4,28.8,77,61,12
3/19/2021 20:42:05,yssmote3,260,252,0,9.9,28.7,75.5,28,18
3/19/2021 21:22:00,yssmote5,257,265,0,399.7,26.9,89,35,25
3/19/2021 21:42:04,yssmote3,259,253,0,18.4,28.6,76,16,24
3/19/2021 22:22:00,yssmote5,257,265,0,384.3,26.9,90,43,27
3/19/2021 22:42:04,yssmote3,261,254,0,0,28.6,76,35,13
3/19/2021 23:22:00,yssmote5,257,265,0,443.8,26.9,89.5,65,20
3/19/2021 23:42:04,yssmote3,261,254,0,4.1,28.5,75.5,43,15
3/20/2021 0:22:00,yssmote5,257,265,0,410.9,26.8,88,37,13
3/20/2021 0:42:03,yssmote3,262,254,0,0,28.5,75.5,43,23
3/20/2021 1:21:59,yssmote5,257,265,0,383.1,26.8,88,35,27
3/20/2021 1:42:03,yssmote3,263,252,0,0,28.5,76,26,15
3/20/2021 2:21:59,yssmote5,257,265,0,397.4,26.7,88.5,29,17
3/20/2021 2:42:02,yssmote3,261,253,0,37.7,28.4,76.5,23,19
3/20/2021 3:21:59,yssmote5,257,265,0,463.4,26.7,88,39,18
3/20/2021 3:42:02,yssmote3,260,253,0,31.6,28.3,77,25,15
3/20/2021 4:21:58,yssmote5,257,265,0,450.7,26.5,87,28,18
3/20/2021 4:42:02,yssmote3,259,253,0,14.8,28.2,77.5,11,18
3/20/2021 5:21:58,yssmote5,257,265,0,424.6,26.5,87.5,43,19
3/20/2021 5:42:02,yssmote3,261,254,0,0,28.1,78,39,20
3/20/2021 6:21:57,yssmote5,257,265,0,403.1,26.3,87.5,36,23
3/20/2021 6:42:01,yssmote3,261,254,0,0,28,78.5,32,23
3/20/2021 7:21:57,yssmote5,257,265,0,404.1,26.3,87.5,32,22
3/20/2021 7:42:01,yssmote3,261,256,0,9.6,28,78.5,28,17
3/20/2021 8:21:57,yssmote5,257,265,0,440.4,26.7,87,32,16
3/20/2021 8:42:01,yssmote3,262,258,0,0,28.1,78.5,33,21
3/20/2021 9:21:56,yssmote5,257,265,0,378,27.8,84,25,15
3/20/2021 9:42:01,yssmote3,263,269,0,0,28.4,77,18,23
3/20/2021 10:21:56,yssmote5,257,265,0,366.1,29.8,75.5,23,21
3/20/2021 10:42:00,yssmote3,262,279,0,14.2,28.8,74,29,17
3/20/2021 11:21:56,yssmote5,257,265,0,399.5,31.5,67.5,23,13
3/20/2021 11:42:00,yssmote3,264,284,0,0,29.3,72.5,16,19
3/20/2021 12:21:56,yssmote5,257,265,0,387.2,31.8,65.5,31,15
3/20/2021 12:42:00,yssmote3,262,262,0,0,29.3,71,32,18
3/20/2021 13:21:55,yssmote5,257,265,0,403.4,31.7,66,31,16
3/20/2021 13:41:59,yssmote3,261,263,0,0,29.2,71,33,26
3/20/2021 14:21:55,yssmote5,257,265,0,391.3,30.4,69,31,15
3/20/2021 14:41:59,yssmote3,261,260,0,0,28.9,74.5,22,101
3/20/2021 15:21:55,yssmote5,257,265,0,414.1,25.3,83.5,23,19
3/20/2021 15:41:59,yssmote3,260,258,0,0,28.1,75.5,27,27
3/20/2021 16:21:54,yssmote5,257,265,0,441.6,25.3,91,27,19
3/20/2021 16:41:59,yssmote3,261,259,0,18.7,28.1,75.5,26,20
3/20/2021 17:21:54,yssmote5,257,265,0,467.2,25.8,93.5,29,16
3/20/2021 17:41:58,yssmote3,261,257,0,0,28.3,76,8,23
3/20/2021 18:21:54,yssmote5,257,265,0,441.1,26,94.5,26,15
3/20/2021 18:41:58,yssmote3,263,256,0,16.6,28.4,76,19,27
3/20/2021 19:21:54,yssmote5,257,265,0,438.5,25.9,95,36,14
3/20/2021 19:41:58,yssmote3,261,253,0,22.1,28.4,77,29,24
3/20/2021 20:21:53,yssmote5,257,265,0,415.6,26.2,95.5,38,14
3/20/2021 20:41:58,yssmote3,261,253,0,0,28.4,78,14,14
3/20/2021 21:21:53,yssmote5,257,265,0,379.1,26.4,95.5,49,21
3/20/2021 21:41:57,yssmote3,260,253,0,0,28.3,79,17,16
3/20/2021 22:21:53,yssmote5,257,265,0,428.7,26.5,95.5,38,22
3/20/2021 22:41:57,yssmote3,259,254,0,0,28.3,79,16,20
3/20/2021 23:21:52,yssmote5,257,265,0,423.1,26.5,95.5,42,18
3/20/2021 23:41:57,yssmote3,260,253,0,0,28.3,79,17,17
3/21/2021 0:21:52,yssmote5,257,265,0,440.6,26.5,95.5,37,16
3/21/2021 0:41:56,yssmote3,261,253,0,12.6,28.2,79,38,22
3/21/2021 1:21:52,yssmote5,257,265,0,452.7,26.4,96,51,20
3/21/2021 1:41:56,yssmote3,261,253,0,19.5,28.2,79.5,35,22
3/21/2021 2:21:51,yssmote5,257,265,0,455.3,26.3,96,57,17
3/21/2021 2:41:56,yssmote3,261,254,0,0,28,80,22,23
3/21/2021 3:21:51,yssmote5,257,265,0,413.6,26.3,96,35,14
3/21/2021 3:41:56,yssmote3,260,253,0,4.2,27.9,80,32,21
3/21/2021 4:21:51,yssmote5,257,265,0,454.9,26.1,96,50,14
3/21/2021 4:41:55,yssmote3,261,254,0,0,27.9,80,44,22
3/21/2021 5:21:51,yssmote5,257,265,0,433.6,26,96.5,93,18
3/21/2021 5:41:55,yssmote3,261,254,0,0,27.8,80,52,18
3/21/2021 6:21:50,yssmote5,257,265,0,449.1,26,96.5,52,13
3/21/2021 6:41:55,yssmote3,260,253,0,10.9,27.8,80,37,19
3/21/2021 7:21:50,yssmote5,257,265,0,439.4,26,96.5,58,15
3/21/2021 7:41:55,yssmote3,259,257,0,25.6,27.8,80,35,12
3/21/2021 8:21:50,yssmote5,257,265,0,464.1,26.5,96.5,48,15
3/21/2021 8:41:54,yssmote3,262,259,0,0,27.8,79.5,32,23
3/21/2021 9:21:49,yssmote5,257,265,0,417.7,27.3,96,38,21
3/21/2021 9:41:54,yssmote3,261,269,0,4.4,28.1,79,7,16
3/21/2021 10:21:49,yssmote5,257,265,0,389.4,28.8,91.5,28,22
3/21/2021 10:41:54,yssmote3,261,267,0,0,28.4,77.5,19,24
3/21/2021 11:21:49,yssmote5,257,265,0,406,31.2,83.5,22,13
3/21/2021 11:41:53,yssmote3,264,283,0,0,29,73,11,11
3/21/2021 12:41:53,yssmote3,263,284,0,0,29.1,71,22,16
3/21/2021 13:21:48,yssmote5,257,265,0,420.6,33.7,63.5,26,17
3/21/2021 13:41:53,yssmote3,261,276,0,0,29.3,70.5,16,23
3/21/2021 14:21:48,yssmote5,257,265,0,412,34.4,58,20,17
3/21/2021 14:41:53,yssmote3,261,282,0,0,29.7,67,26,42
3/21/2021 15:21:48,yssmote5,257,265,0,400.8,32.9,58,21,17
3/21/2021 15:41:52,yssmote3,262,264,0,0,29.6,67,9,25
3/21/2021 16:21:47,yssmote5,257,265,0,380.9,32.1,62,25,11
3/21/2021 16:41:52,yssmote3,261,256,0,0,29.5,70.5,17,35
3/21/2021 17:21:47,yssmote5,257,265,0,442.8,29.9,69.5,26,15
